1,2407,1,1531605600
1,3324,1,1531605600
1,7134,1,1531605600
1,8553,1,1531605600
1,10647,1,1531605600
1,17870,1,1531605600
1,20101,1,1531605600
1,20878,1,1531605600
1,24191,1,1531605600
1,27068,1,1531605600
1,28795,1,1531605600
1,32117,1,1531605600
1,38052,1,1531605600
1,38196,1,1531605600
1,39766,1,1531605600
1,43539,1,1531605600
1,44860,1,1531605600
1,48279,1,1531605600
1,49954,1,1531605600
2,1255,1,1531605600
2,2270,1,1531605600
2,2270,1,1531605600
2,3913,1,1531605600
2,3913,1,1531605600
2,21649,1,1531605600
2,25168,1,1531605600
2,26104,1,1531605600
2,30301,1,1531605600
2,35493,1,1531605600
2,35493,1,1531605600
2,39379,1,1531605600
2,40374,1,1531605600
2,42700,1,1531605600
2,43098,1,1531605600
2,43098,1,1531605600
2,45131,1,1531605600
2,48919,1,1531605600
2,49347,1,1531605600
3,5442,1,1531605600
3,8041,1,1531605600
3,8303,1,1531605600
3,9547,1,1531605600
3,11981,1,1531605600
3,14385,1,1531605600
3,14626,1,1531605600
3,18550,1,1531605600
3,18841,1,1531605600
3,20692,1,1531605600
3,22018,1,1531605600
3,33339,1,1531605600
3,33339,1,1531605600
3,35424,1,1531605600
3,36102,1,1531605600
3,36201,1,1531605600
3,47017,1,1531605600
3,47017,1,1531605600
3,48166,1,1531605600
4,2806,1,1531605600
4,3368,1,1531605600
4,5073,1,1531605600
4,8232,1,1531605600
4,10885,1,1531605600
4,13897,1,1531605600
4,14016,1,1531605600
4,16166,1,1531605600
4,17046,1,1531605600
4,24588,1,1531605600
4,36803,1,1531605600
4,37775,1,1531605600
4,38808,1,1531605600
4,39221,1,1531605600
4,42854,1,1531605600
4,44108,1,1531605600
4,45648,1,1531605600
4,46425,1,1531605600
4,46661,1,1531605600
5,5954,1,1531605600
5,7133,1,1531605600
5,9359,1,1531605600
5,10850,1,1531605600
5,12765,1,1531605600
5,14086,1,1531605600
5,21688,1,1531605600
5,23896,1,1531605600
5,29103,1,1531605600
5,29481,1,1531605600
6,340,1,1531605600
6,1613,1,1531605600
6,9663,1,1531605600
6,12855,1,1531605600
6,17296,1,1531605600
6,20548,1,1531605600
6,25810,1,1531605600
6,27972,1,1531605600
6,28624,1,1531605600
6,30555,1,1531605600
6,30731,1,1531605600
6,36102,1,1531605600
6,37815,1,1531605600
6,39488,1,1531605600
7,4007,1,1531605600
7,4807,1,1531605600
7,4807,1,1531605600
7,14169,1,1531605600
7,14169,1,1531605600
7,15095,1,1531605600
7,18394,1,1531605600
7,20329,1,1531605600
7,20777,1,1531605600
7,22326,1,1531605600
7,23938,1,1531605600
7,25534,1,1531605600
7,44383,1,1531605600
7,44383,1,1531605600
8,1464,1,1531605600
8,5137,1,1531605600
8,5314,1,1531519200
8,7898,1,1531605600
8,7940,1,1531519200
8,8622,1,1531605600
8,20968,1,1531605600
8,21992,1,1531605600
8,21992,1,1531605600
8,22244,1,1531519200
8,24722,1,1531605600
8,33571,1,1531605600
8,38921,1,1531519200
8,40931,1,1531519200
8,42386,1,1531605600
8,44326,1,1531519200
8,46553,1,1531605600
8,47290,1,1531519200
8,49983,1,1531605600
9,314,1,1531519200
9,9943,1,1531519200
9,9943,1,1531519200
9,11619,1,1531519200
9,17386,1,1531519200
9,17686,1,1531519200
9,18705,1,1531519200
9,19719,1,1531519200
9,21191,1,1531519200
9,21281,1,1531519200
9,25905,1,1531519200
9,29027,1,1531519200
9,31416,1,1531519200
9,32534,1,1531519200
9,33249,1,1531519200
9,36158,1,1531519200
9,41149,1,1531519200
9,46761,1,1531519200
9,50383,1,1531519200
10,1603,1,1531605600
10,1603,1,1531605600
10,4350,1,1531605600
10,11066,1,1531605600
10,11984,1,1531605600
10,12494,1,1531605600
10,19393,1,1531605600
10,23134,1,1531605600
10,23194,1,1531605600
10,28624,1,1531605600
10,28749,1,1531605600
10,30541,1,1531605600
10,31678,1,1531605600
10,33247,1,1531605600
10,44665,1,1531605600
10,47951,1,1531605600
10,48112,1,1531605600
10,50387,1,1531605600
10,50387,1,1531605600
11,137,1,1531605600
11,137,1,1531605600
11,4049,1,1531605600
11,5490,1,1531605600
11,16444,1,1531605600
11,21377,1,1531605600
11,21377,1,1531605600
11,33604,1,1531605600
11,33604,1,1531605600
11,38504,1,1531605600
11,40708,1,1531605600
11,40708,1,1531605600
11,40708,1,1531605600
11,41927,1,1531605600
11,41927,1,1531605600
11,41927,1,1531605600
11,41927,1,1531605600
11,41927,1,1531605600
11,44523,1,1531605600
12,677,1,1531605600
12,10089,1,1531605600
12,10089,1,1531605600
12,10089,1,1531605600
12,10681,1,1531605600
12,12855,1,1531605600
12,16304,1,1531605600
12,16304,1,1531605600
12,16304,1,1531605600
12,22054,1,1531605600
12,24866,1,1531605600
12,26822,1,1531605600
12,31704,1,1531605600
12,38985,1,1531605600
12,40235,1,1531605600
12,40315,1,1531605600
